Application,Schema,Table,Type,Column,Data Type,"Default 
Value","Column 
Key","IS_NULL
ABLE","Auto 
Increment",Description
Example,cmpdb,sms_template_master,table,is_active,tinyint(1),,,YES,,Stores String Active of sms_template_master
Example,cmpdb,spend_behavior_data,table,spend_behavior_data_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,list_elm_id_fk,int(11),,MUL,YES,,Stores String Fk of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,min_amt,int(11),,,YES,,Stores String Amt of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,max_amt,int(11),,,YES,,Stores String Amt of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,first_period_start_date,date,,,YES,,First_Period_Start date of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,first_period_end_date,date,,,YES,,First_Period_End date of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,second_period_start_date,date,,,YES,,Second_Period_Start date of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,second_period_end_date,date,,,YES,,Second_Period_End date of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,spend_behavior_type,varchar(150),,,YES,,Stores String Type of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,created_by,int(11),0,,YES,,Stores String By of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,created_on,datetime,,,YES,,Created date of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,modified_by,int(11),0,,YES,,Stores String By of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,modified_on,datetime,,,YES,,Modified date of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,is_active,tinyint(1),1,,YES,,Stores String Active of spend_behavior_data
Example,cmpdb,spend_behavior_data,table,spend_amt_duration,varchar(45),,,YES,,Stores String Duration of spend_behavior_data
Example,cmpdb,spend_behavior_mall_data,table,spend_behavior_mall_data_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of spend_behavior_mall_data
Example,cmpdb,spend_behavior_mall_data,table,list_elm_id_fk,int(11),,MUL,YES,,Stores String Fk of spend_behavior_mall_data
Example,cmpdb,spend_behavior_mall_data,table,mall_id_fk,int(11),,,YES,,Stores String Fk of spend_behavior_mall_data
Example,cmpdb,spend_behavior_mall_data,table,created_by,int(11),0,,YES,,Stores String By of spend_behavior_mall_data
Example,cmpdb,spend_behavior_mall_data,table,created_on,datetime,,,YES,,Created date of spend_behavior_mall_data
Example,cmpdb,spend_behavior_mall_data,table,modified_by,int(11),0,,YES,,Stores String By of spend_behavior_mall_data
Example,cmpdb,spend_behavior_mall_data,table,modified_on,datetime,,,YES,,Modified date of spend_behavior_mall_data
Example,cmpdb,spend_behavior_mall_data,table,is_active,tinyint(1),1,,YES,,Stores String Active of spend_behavior_mall_data
Example,cmpdb,spend_behavior_store_data,table,spend_behavior_store_data_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of spend_behavior_store_data
Example,cmpdb,spend_behavior_store_data,table,list_elm_id_fk,int(11),,MUL,YES,,Stores String Fk of spend_behavior_store_data
Example,cmpdb,spend_behavior_store_data,table,mer_store_id_fk,int(11),,,YES,,Stores String Fk of spend_behavior_store_data
Example,cmpdb,spend_behavior_store_data,table,created_by,int(11),0,,YES,,Stores String By of spend_behavior_store_data
Example,cmpdb,spend_behavior_store_data,table,created_on,datetime,,,YES,,Created date of spend_behavior_store_data
Example,cmpdb,spend_behavior_store_data,table,modified_by,int(11),0,,YES,,Stores String By of spend_behavior_store_data
Example,cmpdb,spend_behavior_store_data,table,modified_on,datetime,,,YES,,Modified date of spend_behavior_store_data
Example,cmpdb,spend_behavior_store_data,table,is_active,tinyint(1),1,,YES,,Stores String Active of spend_behavior_store_data
Example,cmpdb,status_log,table,status_id,int(11),,PRI,NO,Yes,Stores String Id of status_log
Example,cmpdb,status_log,table,process_name,varchar(100),,MUL,YES,,Stores String Name of status_log
Example,cmpdb,status_log,table,process_description,varchar(1000),,,YES,,Stores String Description of status_log
Example,cmpdb,status_log,table,status,varchar(45),,,YES,,Stores String Status of status_log
Example,cmpdb,status_log,table,process_time,datetime,,,YES,,Process date of status_log
Example,cmpdb,subs_plan_config,table,subs_plan_config_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of subs_plan_config
Example,cmpdb,subs_plan_config,table,subs_plan_id_fk,int(11),,,YES,,Stores String Fk of subs_plan_config
Example,cmpdb,subs_plan_config,table,proposed_blast_count,int(11),,,YES,,Stores String Count of subs_plan_config
Example,cmpdb,subs_plan_config,table,slots_per_edm,int(11),,,YES,,Stores String Edm of subs_plan_config
Example,cmpdb,subs_plan_config,table,promotion_per_month,int(11),,,YES,,Stores String Month of subs_plan_config
Example,cmpdb,subs_plan_config,table,is_active,tinyint(1),,,YES,,Stores String Active of subs_plan_config
Example,cmpdb,subs_plan_config,table,created_on,datetime,,,YES,,Created date of subs_plan_config
Example,cmpdb,subs_plan_config,table,created_by,int(11),,,YES,,Stores String By of subs_plan_config
Example,cmpdb,subs_plan_config,table,modified_on,datetime,,,YES,,Modified date of subs_plan_config
Example,cmpdb,subs_plan_config,table,modified_by,int(11),,,YES,,Stores String By of subs_plan_config
Example,cmpdb,subs_plan_config,table,channel_type,varchar(45),Email,,YES,,"Comma seperated channel types (Email,SMS,FB...)"
Example,cmpdb,subs_plan_list_cat_xref,table,subs_plan_list_cat_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of subs_plan_list_cat_xref
Example,cmpdb,subs_plan_list_cat_xref,table,list_cat_id_fk,int(11),,,YES,,Stores String Fk of subs_plan_list_cat_xref
Example,cmpdb,subs_plan_list_cat_xref,table,subs_plan_id_fk,int(11),,,YES,,Stores String Fk of subs_plan_list_cat_xref
Example,cmpdb,subs_plan_list_cat_xref,table,is_active,tinyint(1),,,YES,,Stores String Active of subs_plan_list_cat_xref
Example,cmpdb,subs_plan_list_cat_xref,table,created_on,datetime,,,YES,,Created date of subs_plan_list_cat_xref
Example,cmpdb,subs_plan_list_cat_xref,table,created_by,int(11),,,YES,,Stores String By of subs_plan_list_cat_xref
Example,cmpdb,subs_plan_list_cat_xref,table,modified_on,datetime,,,YES,,Modified date of subs_plan_list_cat_xref
Example,cmpdb,subs_plan_list_cat_xref,table,modified_by,int(11),,,YES,,Stores String By of subs_plan_list_cat_xref
Example,cmpdb,subs_plan_master,table,subs_plan_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of subs_plan_master
Example,cmpdb,subs_plan_master,table,subs_plan_name,varchar(45),,,YES,,Stores String Name of subs_plan_master
Example,cmpdb,subs_plan_master,table,subs_price,varchar(10),,,YES,,Stores String Price of subs_plan_master
Example,cmpdb,subs_plan_master,table,subs_currency,varchar(5),,,YES,,Stores String Currency of subs_plan_master
Example,cmpdb,subs_plan_master,table,subs_billing_cycle,varchar(20),,,YES,,Stores String Cycle of subs_plan_master
Example,cmpdb,subs_plan_master,table,is_active,tinyint(1),,,YES,,Stores String Active of subs_plan_master
Example,cmpdb,subs_plan_master,table,created_on,datetime,,,YES,,Created date of subs_plan_master
Example,cmpdb,subs_plan_master,table,created_by,int(11),,,YES,,Stores String By of subs_plan_master
Example,cmpdb,subs_plan_master,table,modified_on,datetime,,,YES,,Modified date of subs_plan_master
Example,cmpdb,subs_plan_master,table,modified_by,int(11),,,YES,,Stores String By of subs_plan_master
Example,cmpdb,test_and_review,table,test_and_review_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of test_and_review
Example,cmpdb,test_and_review,table,campaign_id_fk,int(11),,,YES,,Stores String Fk of test_and_review
Example,cmpdb,test_and_review,table,promotion_id_fk,int(11),,,YES,,Stores String Fk of test_and_review
Example,cmpdb,test_and_review,table,email_list,varchar(1000),,,YES,,Stores String List of test_and_review
Example,cmpdb,test_and_review,table,txn_email_content_id_fk,int(11),,,YES,,Stores String Fk of test_and_review
Example,cmpdb,test_and_review,table,created_on,datetime,,,YES,,Created date of test_and_review
Example,cmpdb,test_and_review,table,created_by,int(11),,,YES,,Stores String By of test_and_review
Example,cmpdb,test_and_review,table,modified_on,datetime,,,YES,,Modified date of test_and_review
Example,cmpdb,test_and_review,table,modified_by,int(11),,,YES,,Stores String By of test_and_review
Example,cmpdb,test_and_review,table,is_active,tinyint(1),1,,YES,,Stores String Active of test_and_review
Example,cmpdb,test_and_review,table,sms_list,varchar(1000),,,YES,,Stores String List of test_and_review
Example,cmpdb,test_and_review,table,txn_sms_content_id_fk,int(11),,,YES,,Stores String Fk of test_and_review
Example,cmpdb,test_and_review_audit,table,test_and_review_id_pk,int(11),0,,NO,,Stores String Pk of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,campaign_id_fk,int(11),,,YES,,Stores String Fk of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,promotion_id_fk,int(11),,,YES,,Stores String Fk of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,email_list,varchar(1000),,,YES,,Stores String List of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,txn_email_content_id_fk,int(11),,,YES,,Stores String Fk of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,created_on,datetime,,,YES,,Created date of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,created_by,int(11),,,YES,,Stores String By of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,modified_on,datetime,,,YES,,Modified date of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,modified_by,int(11),,,YES,,Stores String By of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,is_active,tinyint(1),1,,YES,,Stores String Active of test_and_review_audit
Example,cmpdb,test_and_review_audit,table,sms_list,varchar(1000),,,YES,,Stores String List of test_and_review_audit
Example,cmpdb,thematic_campaign_url_stats,table,thematic_campaign_url_stats_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,promotion_id_fk,int(11),,,YES,,Stores String Fk of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,ext_campaign_id,varchar(45),,,YES,,Stores String Id of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,url,varchar(1000),,,YES,,Stores String Url of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,clicked_count,int(11),,,YES,,Stores String Count of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,link_id,varchar(45),,,YES,,Stores String Id of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,is_active,tinyint(1),,,YES,,Stores String Active of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,created_on,datetime,,,YES,,Created date of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,created_by,int(11),,,YES,,Stores String By of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,modified_on,datetime,,,YES,,Modified date of thematic_campaign_url_stats
Example,cmpdb,thematic_campaign_url_stats,table,modified_by,int(11),,,YES,,Stores String By of thematic_campaign_url_stats
Example,cmpdb,thematic_category_master,table,thematic_cat_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of thematic_category_master
Example,cmpdb,thematic_category_master,table,created_by,int(11),,,YES,,Stores String By of thematic_category_master
Example,cmpdb,thematic_category_master,table,created_on,datetime,,,YES,,Created date of thematic_category_master
Example,cmpdb,thematic_category_master,table,is_active,tinyint(4),,,YES,,Stores String Active of thematic_category_master
Example,cmpdb,thematic_category_master,table,modified_by,int(11),,,YES,,Stores String By of thematic_category_master
Example,cmpdb,thematic_category_master,table,modified_on,datetime,,,YES,,Modified date of thematic_category_master
Example,cmpdb,thematic_category_master,table,thematic_name,varchar(255),,,YES,,Stores String Name of thematic_category_master
Example,cmpdb,thematic_email_template_master,table,thematic_email_master_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of thematic_email_template_master
Example,cmpdb,thematic_email_template_master,table,email_html,mediumtext,,,YES,,Email medi of thematic_email_template_master
Example,cmpdb,thematic_email_template_master,table,template_name,varchar(100),,,YES,,Stores String Name of thematic_email_template_master
Example,cmpdb,thematic_email_template_master,table,subs_plan_id_fk,int(11),,,YES,,Stores String Fk of thematic_email_template_master
Example,cmpdb,thematic_email_template_master,table,is_active,tinyint(1),,,YES,,Stores String Active of thematic_email_template_master
Example,cmpdb,thematic_email_template_master,table,created_on,datetime,,,YES,,Created date of thematic_email_template_master
Example,cmpdb,thematic_email_template_master,table,created_by,int(11),,,YES,,Stores String By of thematic_email_template_master
Example,cmpdb,thematic_email_template_master,table,modified_on,datetime,,,YES,,Modified date of thematic_email_template_master
Example,cmpdb,thematic_email_template_master,table,modified_by,int(11),,,YES,,Stores String By of thematic_email_template_master
Example,cmpdb,thematic_email_template_slot_master,table,thematic_email_slot_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of thematic_email_template_slot_master
Example,cmpdb,thematic_email_template_slot_master,table,thematic_email_master_id_fk,int(11),,,YES,,Stores String Fk of thematic_email_template_slot_master
Example,cmpdb,thematic_email_template_slot_master,table,slot_html,text,,,YES,,Slot text of thematic_email_template_slot_master
Example,cmpdb,thematic_email_template_slot_master,table,is_active,tinyint(1),,,YES,,Stores String Active of thematic_email_template_slot_master
Example,cmpdb,thematic_email_template_slot_master,table,created_on,datetime,,,YES,,Created date of thematic_email_template_slot_master
Example,cmpdb,thematic_email_template_slot_master,table,created_by,int(11),,,YES,,Stores String By of thematic_email_template_slot_master
Example,cmpdb,thematic_email_template_slot_master,table,modified_on,datetime,,,YES,,Modified date of thematic_email_template_slot_master
Example,cmpdb,thematic_email_template_slot_master,table,modified_by,int(11),,,YES,,Stores String By of thematic_email_template_slot_master
Example,cmpdb,thematic_email_template_slot_tag_xref,table,thematic_email_slot_tag_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,thematic_email_slot_id_fk,int(11),,,YES,,Stores String Fk of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,thematic_email_master_id_fk,int(11),,,YES,,Stores String Fk of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,tag_name,varchar(45),,,YES,,Stores String Name of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,tag_value,text,,,YES,,Tag text of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,style,varchar(500),,,YES,,Stores String Style of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,is_active,tinyint(1),,,YES,,Stores String Active of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,created_on,datetime,,,YES,,Created date of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,created_by,int(11),,,YES,,Stores String By of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,modified_on,datetime,,,YES,,Modified date of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_slot_tag_xref,table,modified_by,int(11),,,YES,,Stores String By of thematic_email_template_slot_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,thematic_email_temp_tag_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,thematic_email_master_id_fk,int(11),,,YES,,Stores String Fk of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,tag_name,varchar(45),,,YES,,Stores String Name of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,tag_value,text,,,YES,,Tag text of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,style,varchar(500),,,YES,,Stores String Style of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,tag_order,int(11),,,YES,,Stores String Order of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,is_active,tinyint(1),,,YES,,Stores String Active of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,created_on,datetime,,,YES,,Created date of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,created_by,int(11),,,YES,,Stores String By of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,modified_on,datetime,,,YES,,Modified date of thematic_email_template_tag_xref
Example,cmpdb,thematic_email_template_tag_xref,table,modified_by,int(11),,,YES,,Stores String By of thematic_email_template_tag_xref
Example,cmpdb,tmp_list_members,table,Campaign_ID,int(11),,,YES,,Stores String Id of tmp_list_members
Example,cmpdb,tmp_list_members,table,promotion_id,int(11),,,YES,,Stores String Id of tmp_list_members
Example,cmpdb,tmp_list_members,table,CSN,varchar(20),,,YES,,Stores String Csn of tmp_list_members
Example,cmpdb,tmp_test,table,Name,varchar(25),,,YES,,Stores String Name of tmp_test
Example,cmpdb,txn_email_content,table,txn_email_content_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of txn_email_content
Example,cmpdb,txn_email_content,table,email_template_id_fk,int(11),,,YES,,Stores String Fk of txn_email_content
Example,cmpdb,txn_email_content,table,email_subject,varchar(300),,,YES,,Stores String Subject of txn_email_content
Example,cmpdb,txn_email_content,table,email_html_content,text,,,YES,,Email_Html text of txn_email_content
Example,cmpdb,txn_email_content,table,created_on,datetime,,,YES,,Created date of txn_email_content
Example,cmpdb,txn_email_content,table,created_by,int(11),,,YES,,Stores String By of txn_email_content
Example,cmpdb,txn_email_content,table,modified_on,datetime,,,YES,,Modified date of txn_email_content
Example,cmpdb,txn_email_content,table,modified_by,int(11),,,YES,,Stores String By of txn_email_content
Example,cmpdb,txn_email_content,table,is_active,tinyint(1),,,YES,,Stores String Active of txn_email_content
Example,cmpdb,txn_email_content_audit,table,txn_email_content_id_pk,int(11),0,,NO,,Stores String Pk of txn_email_content_audit
Example,cmpdb,txn_email_content_audit,table,email_template_id_fk,int(11),,,YES,,Stores String Fk of txn_email_content_audit
Example,cmpdb,txn_email_content_audit,table,email_subject,varchar(300),,,YES,,Stores String Subject of txn_email_content_audit
Example,cmpdb,txn_email_content_audit,table,email_html_content,text,,,YES,,Email_Html text of txn_email_content_audit
Example,cmpdb,txn_email_content_audit,table,created_on,datetime,,,YES,,Created date of txn_email_content_audit
Example,cmpdb,txn_email_content_audit,table,created_by,int(11),,,YES,,Stores String By of txn_email_content_audit
Example,cmpdb,txn_email_content_audit,table,modified_on,datetime,,,YES,,Modified date of txn_email_content_audit
Example,cmpdb,txn_email_content_audit,table,modified_by,int(11),,,YES,,Stores String By of txn_email_content_audit
Example,cmpdb,txn_email_content_audit,table,is_active,tinyint(1),,,YES,,Stores String Active of txn_email_content_audit
Example,cmpdb,txn_email_content_slot_xref,table,content_slot_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of txn_email_content_slot_xref
Example,cmpdb,txn_email_content_slot_xref,table,slot_id,varchar(45),,,YES,,Stores String Id of txn_email_content_slot_xref
Example,cmpdb,txn_email_content_slot_xref,table,txn_email_content_id_fk,int(11),,,YES,,Stores String Fk of txn_email_content_slot_xref
Example,cmpdb,txn_email_content_slot_xref,table,slot_html,text,,,YES,,Slot text of txn_email_content_slot_xref
Example,cmpdb,txn_email_content_slot_xref,table,is_active,tinyint(1),,,YES,,Stores String Active of txn_email_content_slot_xref
Example,cmpdb,txn_email_content_slot_xref,table,created_by,int(11),,,YES,,Stores String By of txn_email_content_slot_xref
Example,cmpdb,txn_email_content_slot_xref,table,created_on,datetime,,,YES,,Created date of txn_email_content_slot_xref
Example,cmpdb,txn_email_content_slot_xref,table,modified_by,int(11),,,YES,,Stores String By of txn_email_content_slot_xref
Example,cmpdb,txn_email_content_slot_xref,table,modified_on,datetime,,,YES,,Modified date of txn_email_content_slot_xref
Example,cmpdb,txn_email_placeholder,table,txn_email_placeholder_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of txn_email_placeholder
Example,cmpdb,txn_email_placeholder,table,txn_email_content_id_fk,int(11),,,YES,,Stores String Fk of txn_email_placeholder
Example,cmpdb,txn_email_placeholder,table,placeholder_name,varchar(45),,,YES,,Stores String Name of txn_email_placeholder
Example,cmpdb,txn_email_placeholder,table,placeholder_value,varchar(45),,,YES,,Stores String Value of txn_email_placeholder
Example,cmpdb,txn_email_placeholder,table,created_on,datetime,,,YES,,Created date of txn_email_placeholder
Example,cmpdb,txn_email_placeholder,table,created_by,int(11),,,YES,,Stores String By of txn_email_placeholder
Example,cmpdb,txn_email_placeholder,table,modified_on,datetime,,,YES,,Modified date of txn_email_placeholder
Example,cmpdb,txn_email_placeholder,table,modified_by,int(11),,,YES,,Stores String By of txn_email_placeholder
Example,cmpdb,txn_email_placeholder,table,is_active,tinyint(1),,,YES,,Stores String Active of txn_email_placeholder
Example,cmpdb,txn_sms_template,table,txn_sms_template_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of txn_sms_template
Example,cmpdb,txn_sms_template,table,sms_template_master_id_fk,int(11),,,YES,,Stores String Fk of txn_sms_template
Example,cmpdb,txn_sms_template,table,sms_content,varchar(500),,,YES,,Stores String Content of txn_sms_template
Example,cmpdb,txn_sms_template,table,created_by,int(11),,,YES,,Stores String By of txn_sms_template
Example,cmpdb,txn_sms_template,table,created_on,datetime,,,YES,,Created date of txn_sms_template
Example,cmpdb,txn_sms_template,table,modified_by,int(11),,,YES,,Stores String By of txn_sms_template
Example,cmpdb,txn_sms_template,table,modified_on,datetime,,,YES,,Modified date of txn_sms_template
Example,cmpdb,txn_sms_template,table,is_active,tinyint(1),,,YES,,Stores String Active of txn_sms_template
Example,cmpdb,txn_thematic_email_template,table,txn_thematic_email_template_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template,table,thematic_email_template_id_fk,int(11),,,YES,,Stores String Fk of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template,table,email_html,mediumtext,,,YES,,Email medi of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template,table,subject,varchar(200),,,YES,,Stores String Subject of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template,table,is_active,tinyint(1),,,YES,,Stores String Active of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template,table,created_on,datetime,,,YES,,Created date of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template,table,created_by,int(11),,,YES,,Stores String By of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template,table,modified_on,datetime,,,YES,,Modified date of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template,table,modified_by,int(11),,,YES,,Stores String By of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template,table,actual_html,mediumtext,,,YES,,Actual medi of txn_thematic_email_template
Example,cmpdb,txn_thematic_email_template_slot,table,txn_email_template_slot_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,txn_email_template_id_fk,int(11),,,YES,,Stores String Fk of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,slot_html,text,,,YES,,Slot text of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,slot_id,varchar(45),,,YES,,Stores String Id of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,slot_order,int(11),,,YES,,Stores String Order of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,preview_html,mediumtext,,,YES,,Preview medi of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,is_active,tinyint(1),,,YES,,Stores String Active of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,created_on,datetime,,,YES,,Created date of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,created_by,int(11),,,YES,,Stores String By of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,modified_on,datetime,,,YES,,Modified date of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,modified_by,int(11),,,YES,,Stores String By of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot,table,merchant_id_fk,varchar(45),,,YES,,Stores String Fk of txn_thematic_email_template_slot
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,txn_email_slot_tag_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,txn_email_template_slot_id_fk,int(11),,,YES,,Stores String Fk of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,tag_name,varchar(45),,,YES,,Stores String Name of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,tag_value,text,,,YES,,Tag text of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,style,varchar(500),,,YES,,Stores String Style of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,is_active,tinyint(1),,,YES,,Stores String Active of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,created_on,datetime,,,YES,,Created date of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,created_by,int(11),,,YES,,Stores String By of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,modified_on,datetime,,,YES,,Modified date of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_slot_tag_xref,table,modified_by,int(11),,,YES,,Stores String By of txn_thematic_email_template_slot_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,txn_email_tag_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of txn_thematic_email_template_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,txn_email_template_id_fk,int(11),,,YES,,Stores String Fk of txn_thematic_email_template_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,tag_name,varchar(45),,,YES,,Stores String Name of txn_thematic_email_template_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,tag_value,text,,,YES,,Tag text of txn_thematic_email_template_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,style,varchar(500),,,YES,,Stores String Style of txn_thematic_email_template_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,is_active,tinyint(1),,,YES,,Stores String Active of txn_thematic_email_template_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,created_on,datetime,,,YES,,Created date of txn_thematic_email_template_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,created_by,int(11),,,YES,,Stores String By of txn_thematic_email_template_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,modified_on,datetime,,,YES,,Modified date of txn_thematic_email_template_tag_xref
Example,cmpdb,txn_thematic_email_template_tag_xref,table,modified_by,int(11),,,YES,,Stores String By of txn_thematic_email_template_tag_xref
Example,cmpdb,t_global_calander_edm,table,promotion_date,date,,,YES,,Promotion date of t_global_calander_edm
Example,cmpdb,t_global_calander_edm,table,channel_type,varchar(5),,,NO,,Stores String Type of t_global_calander_edm
Example,cmpdb,t_global_calander_edm,table,no_of_csn,bigint(21),0,,NO,,Stores String Csn of t_global_calander_edm
Example,cmpdb,t_global_calander_sms,table,promotion_date,date,,,YES,,Promotion date of t_global_calander_sms
Example,cmpdb,t_global_calander_sms,table,channel_type,varchar(3),,,NO,,Stores String Type of t_global_calander_sms
Example,cmpdb,t_global_calander_sms,table,no_of_csn,bigint(21),0,,NO,,Stores String Csn of t_global_calander_sms
